analysis_split,method,feature_x,feature_y,feature_x_group,feature_y_group,pair_n,correlation
train_2020_2023,pearson,rSI,MEWS,derived_score,derived_score,23842,-0.40889641994438813
train_2020_2023,pearson,rSI,REMS,derived_score,derived_score,22418,0.19601693921161736
train_2020_2023,pearson,rSI,RTS,derived_score,derived_score,23685,0.17220023862511333
train_2020_2023,pearson,rSIG,rSIG_Age,derived_score,derived_score,23673,0.4146020260766294
train_2020_2023,pearson,rSIG,SI_G,derived_score,derived_score,23685,-0.6804692168137831
train_2020_2023,pearson,rSIG,SIA_G,derived_score,derived_score,23673,-0.5629961204761996
train_2020_2023,pearson,rSIG,SIAVPU,derived_score,derived_score,23685,-0.5092339478794535
train_2020_2023,pearson,rSIG,sMS,derived_score,derived_score,23685,0.5189660827931719
train_2020_2023,pearson,rSIG,rSI_sMS,derived_score,derived_score,23685,0.9886707187455761
train_2020_2023,pearson,rSIG,rSI_GCS,derived_score,derived_score,23685,0.9999999999999999
train_2020_2023,pearson,rSIG,rSI_GCSM,derived_score,derived_score,23685,0.9896114923524306
train_2020_2023,pearson,rSIG,qSOFA,derived_score,derived_score,23685,-0.560280774589561
train_2020_2023,pearson,rSIG,NEWS2,derived_score,derived_score,2950,-0.63559886273809
train_2020_2023,pearson,rSIG,MEWS,derived_score,derived_score,23682,-0.582522738608512
